;user;username;text;ts;key
886;Myke;Myke;I've just received a note asking me to collect my permit so I'll have to drop by the immigration tomorrow. I'll be about an hour late in the office. Sorry for the late notice.;1487705770.000005;1487705770U0MGNKETU
887;Taegarys;Taegarys;I am off now;1487676353.0000038;1487676353U25T408CS
888;Furrow;Furrow;I have a medical appointment and I'll be at the office later today. Please check if there is someone attending the phone (because jabbah isn't at the office as well). Thanks.;1487659260.0000026;1487659260U3V31A9M0
889;Vaerys;Vaerys;I’ve got the flu and I will be staying at home;1487655967.000002;1487655967U0PLNK7EK
890;Overton;Overton;I'm still not feeling even slightly better (was not able to attend university this evening). So I will stay at home again tomorrow.;1487628320.000007;1487628320U0PSDKXHR
891;Taegarys;Taegarys;I’ll be having 1/2 day off tomorrow afternoon and will therefore work from home in the morning. I’ll be doing HO on Wednesday.;1487582797.000006;1487582797U25T408CS
892;Gaelralis;Gaelralis;i must go in town for adminitrative stuff.;1487581718.000005;1487581718U0HLAK1T6
893;Mamon;Mamon;I will be in the office around 11 am today. ;1487574624.0000038;1487574624U27727KK8
894;Barler;Barler;I need to leave earlier on friday (around 15:00);1487574399.0000026;1487574399U3LNBFS85
895;Overton;Overton;I got the flu over the weekend and I will not come to work today.;1487571181.000002;1487571181U0PSDKXHR
896;Maehagar;Maehagar;I'll be a couple of minutes late to the daily;1487316384.0000038;1487316384U278DLL2D
897;Myke;Myke;I'm on home office today.;1487316371.0000026;1487316371U0MGNKETU
898;Balaemar;Balaemar;My backache are worse since the moving yesterday. I will be in HO today and maybe go to the doctor later.;1487312135.000002;1487312135U035FRUCY
899;Braddock;Braddock;As announced I am away on Friday and Monday. I will be back on Tuesday. You can reach me by phone. ;1487261317.00003;1487261317U0CNKFT0A
900;Myke;Myke;I'll be doing HO tomorrow;1487259559.0000286;1487259559U0MGNKETU
901;Celtaris;Celtaris;I will have to leave a bit earlier today (17.10) and will be in HO later. And I will be in HO tomorrow afternoon.;1487167341.000028;1487167341U2Q4H6S4E
902;Mamon;Mamon;Very foggy this morning - slow driving - I may be a little late. ;1487143046.000027;1487143046U27727KK8
903;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1487135804.000026;1487135804U0K4J0613
904;Vaerys;Vaerys;I’ll be doing HO tomorrow;1487087120.000025;1487087120U0PLNK7EK
905;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F4595L1UM/what.gif|what.gif>;1487077372.000021;1487077372U036U40UC
906;Overton;Overton;I will have to leave at 17:00 because of physio.;1487074514.000017;1487074514U0PSDKXHR
907;Braddock;Braddock;I have to go to the ortho specialist early morning. I will be a bit later in the office. ;1487058292.000016;1487058292U0CNKFT0A
908;Balaemar;Balaemar;I am in HO today;1487053623.000015;1487053623U035FRUCY
909;Braddock;Braddock;I have to rush home. Apparently the floor heating leaks water and the neighbours downstairs complain that it is raining inside the house. I’ll continue working at home.;1486998285.000014;1486998285U0CNKFT0A
910;Gaelralis;Gaelralis;i have to leave now to do some private stuff. will do HO tonight.;1486998269.000013;1486998269U0HLAK1T6
911;Balaemar;Balaemar;Me too. HO tomorrow;1486997619.000012;1486997619U035FRUCY
912;Taegarys;Taegarys;I’ll be doing HO tomorrow;1486996532.000011;1486996532U25T408CS
913;Eliar;Eliar;I'll have to leave a bit earlier today (ca 16:45), but I'm available afterwards.;1486995811.00001;1486995811U0A8NPHRD
914;Mamon;Mamon;I have become sick (flu) over the weekend and I am still feeling unwell. I will do HOme today to recover. I may do some HO later in the afternoon if I start feeling better. ;1486969982.000009;1486969982U27727KK8
915;Vaerys;Vaerys;Welcome back, married boy :slightly_smiling_face:;1486914583.0000026;1486914583U0PLNK7EK
916;Olmomir;Olmomir;I’m back :wave:, tomorrow will be in office :aw_yeah:.;1486910886.000002;1486910886U0CN3AKDL
917;Ryswell;Ryswell;I will be in office next Friday but will be off on Monday;1486746749.000247;1486746749U2777Q7E3
918;Overton;Overton;Next week I’m not in the office on Monday and Wednesday.;1486741001.000246;1486741001U0PSDKXHR
919;Caenraenos;Caenraenos;I will be at ACME again in the morning, and hopefully in the office for the afternoon.;1486592127.0002446;1486592127U035AASB8
920;Celtaris;Celtaris;I will be leaving a bit earlier today (17.10) and will be in HO later.;1486559629.000244;1486559629U2Q4H6S4E
921;Gaelralis;Gaelralis;tomorrow i will be absent for my moving in winterthur. there are good chances that I will be in the office in the afternoon.;1486544111.000243;1486544111U0HLAK1T6
922;Joragni;Joragni;By exception, I'm here today.;1486542293.000242;1486542293U0K4J0613
923;Braddock;Braddock;This morning I go to Stefan @ MomoLtd in Berlin and expect to be back somewhere in the afternoon.;1486538891.000241;1486538891U0CNKFT0A
924;Mamon;Mamon;I will be in the office around 11 today. ;1486536932.00024;1486536932U27727KK8
925;Caenraenos;Caenraenos;I am at ACME from 1000 and will be doing home office prior to that, so not in the office tomorrow.;1486485374.0002394;1486485374U035AASB8
926;Vaerys;Vaerys;;1486478801.000237;1486478801U0PLNK7EK
927;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F424Z3ETW/haha1.gif|haha1.gif>;1486478779.000236;1486478779U036U40UC
928;Styrund;Styrund;Hi Back, I’m leia;1486478734.0002348;1486478734U036U40UC
929;Vaerys;Vaerys;I am back;1486476848.000234;1486476848U0PLNK7EK
930;Braddock;Braddock;Sorry I had to leave unexpected early today. I'll continue my daily work later in the afternoon from home. ;1486473381.000233;1486473381U0CNKFT0A
931;Gaelralis;Gaelralis;i am 1-2 hours away for the new appartment.;1486472606.000232;1486472606U0HLAK1T6
932;Vaerys;Vaerys;No, oops sorry - the appointment has been moved to 1:45 - so I will be off for lunch and then continue working from home after the appointment;1486457812.000231;1486457812U0PLNK7EK
933;Vaerys;Vaerys;I will need to leave around 4:30 today, appointment with an ophthalmologist;1486456799.000229;1486456799U0PLNK7EK
934;Joragni;Joragni;I'll be travelling to and from and be at ACME in Horgen this afternoon.;1486454039.000228;1486454039U0K4J0613
935;Styrund;Styrund;I’ve forgot that my wife has a dentist appointment this morning, i may not make it on time for the daily;1486450040.000227;1486450040U036U40UC
936;Styrund;Styrund;the unkown reason is an accident in Winterthur. The whole main station is closed down :wink:;1486450006.000226;1486450006U036U40UC
937;Furrow;Furrow;My train is canceled from St.Gallen because of unknown reason. Hope to be in the office at 08.45.;1486449745.000225;1486449745U3V31A9M0
938;Balaemar;Balaemar;Good morning. I am in HO today;1486447893.000224;1486447893U035FRUCY
939;Vaerys;Vaerys;Oh, thanks for the update laguna! Let me see what the train timings are;1486446577.0002232;1486446577U0PLNK7EK
940;Joragni;Joragni;The SBB tracks between Effretikon and Winterthur have been taken out of service indefinitely because of a train collision. I wasn't affected (I'm writing this at work) but any one taking the train from Zürich area to work can be expected to be delayed.;1486446253.000222;1486446253U0K4J0613
941;Torerne;Torerne;I am in home office tomorrow morning;1486401894.000221;1486401894U035FRZHY
942;Gaelralis;Gaelralis;and back. :slightly_smiling_face:;1486389685.0002198;1486389685U0HLAK1T6
943;Taegarys;Taegarys;I’ll be doing home office tomorrow.;1486389403.0002189;1486389403U25T408CS
944;Darnor;Darnor;at ACME for the rest of the day;1486388836.000218;1486388836U1D7Q9J8M
945;Balaemar;Balaemar;Tomorrow I am in HO;1486386164.000217;1486386164U035FRUCY
946;Gaelralis;Gaelralis;i am away for 2 hours. ;1486382020.000216;1486382020U0HLAK1T6
947;Mamon;Mamon;Stuck in the traffic. ;1486366285.000215;1486366285U27727KK8
948;Joragni;Joragni;I'm back from my holiday;1486364359.000214;1486364359U0K4J0613
949;Baegar;Baegar;i'm going to leave a bit earlier today (17:00).;1486120257.0002134;1486120257U035J4RG4
950;Ryswell;Ryswell;I am not in office on Monday because I switched the day, but I will be in office next Friday instead;1486119256.000212;1486119256U2777Q7E3
951;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F3Z90UH7A/butwhy.gif|butWhy.gif>;1486038368.000211;1486038368U036U40UC
952;Overton;Overton;I’m not in the office on monday.;1486037649.00021;1486037649U0PSDKXHR
953;Caenraenos;Caenraenos;Thanks guys, fingers crossed..;1486031399.000209;1486031399U035AASB8
954;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F40K3HZCP/deploy24.gif|At the Red Light>;1486030428.000208;1486030428U036U40UC
955;Mamon;Mamon;Good luck!;1486030282.000207;1486030282U27727KK8
956;Caenraenos;Caenraenos;Thanks everyone! :sweat_smile:;1486030243.000206;1486030243U035AASB8
957;Jaereron;Jaereron;:slightly_smiling_face: good luck !;1486030017.000205;1486030017U035G5WMS
958;Galeris;Galeris;<https://media.giphy.com/media/MSf1b3vZVcvfi/giphy.gif>;1486029976.000203;1486029976U036SKV77
959;Caenraenos;Caenraenos;lol thanks! :blue_car:;1486029975.000202;1486029975U035AASB8
960;Bernareon;Bernareon;Good luck dude and happy drifting! :sunglasses:;1486029904.000201;1486029904U035G74QE
961;Vaerys;Vaerys;All the best <@U035AASB8>;1486029874.0002;1486029874U0PLNK7EK
962;Caenraenos;Caenraenos;I am off for longer than usual over lunch (driving exam): 1130 to 1430;1486029845.000199;1486029845U035AASB8
963;Styrund;Styrund;I’ll be doing HO on Monday, 6. Feb. in the afternoon;1485957447.0001972;1485957447U036U40UC
964;Taegarys;Taegarys;I’ll be doing HO tomorrow;1485953465.000196;1485953465U25T408CS
965;Caenraenos;Caenraenos;I will be offline from 13:45 to 15:15;1485865268.000195;1485865268U035AASB8
966;Maehagar;Maehagar;"I'd like do HO tomorrow morning to wait for the plumber; will come to the office in the afternoon right after lunch";1485856488.0001938;1485856488U278DLL2D
967;Mamon;Mamon;Very slow driving today. I most likely will not make it to the daily. ;1485847151.0001929;1485847151U27727KK8
968;Styrund;Styrund;have fun, greetings and  best wishes for the Brautpaar :slightly_smiling_face:;1485760570.000192;1485760570U036U40UC
969;Torerne;Torerne;<@U035B8PRU> <@U035G74QE> <@U278DLL2D>  <@U1D7Q9J8M> and I are in Montenegro today and tomorrow for Idas Wedding. ;1485758361.000191;1485758361U035FRZHY
970;Joragni;Joragni;30 January - 3 February I'm taking scheduled holidays. See you again on Monday, 6 February;1485534342.00019;1485534342U0K4J0613
971;Braddock;Braddock;Today I’ve to leave around 15:30 and will continue to work at home.;1485418916.000188;1485418916U0CNKFT0A
972;Maehagar;Maehagar;I'd like to take the Thursday morning to find and complete some discussions with my homeowner, which for some reason refuses to communicate since the last year...;1485358615.000187;1485358615U278DLL2D
973;Darnor;Darnor;I will be at MoonInc the whole day tomorrow but available between 11:30 and 15:00;1485358377.000186;1485358377U1D7Q9J8M
974;Celtaris;Celtaris;<@U035J4RG4> and I will be at ACME tomorrow morning (Tracking Workshop) and we will be back around 14:00.;1485357294.000185;1485357294U2Q4H6S4E
975;Braddock;Braddock;I have an afternoon off today. See you all on Thursday.;1485337980.000184;1485337980U0CNKFT0A
976;Gaelralis;Gaelralis;I will be absent on Thursday morning: a friend needs help for something.;1485337394.000183;1485337394U0HLAK1T6
977;Maehagar;Maehagar;Will be late for the daily, since I missed my train;1485330254.000182;1485330254U278DLL2D
978;Torerne;Torerne;<@U035B8PRU> and I are at World Web Forum today.;1485327457.000181;1485327457U035FRZHY
979;Overton;Overton;I will have to leave a bit earlier today because of a doctors appointment.;1485327035.00018;1485327035U0PSDKXHR
980;Baegar;Baegar;as announced: HO today;1485325875.0001788;1485325875U035J4RG4
981;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1485325564.0001779;1485325564U0K4J0613
982;Mamon;Mamon;I will be in the office at 11 am today.;1485241034.000176;1485241034U27727KK8
983;Celtaris;Celtaris;I will have an appointment at the doctor tomorrow afternoon and will be in HO afterwards.;1485183402.000175;1485183402U2Q4H6S4E
984;Taegarys;Taegarys;I’ll be doing HO tomorrow;1485179746.000174;1485179746U25T408CS
985;Furrow;Furrow;<@U3V31A9M0|joech> has joined the channel;1485176785.0001721;1485176785U3V31A9M0
986;Styrund;Styrund;I will be in Home Office this Friday afternoon.;1485162029.0001712;1485162029U036U40UC
987;Maehagar;Maehagar;Good morning! Had to pick up some stuff at the post office but the queue was a tad longer than I expected, so I won't make it to the daily... ;1485157284.00017;1485157284U278DLL2D
988;Baegar;Baegar;On wednesday I'm going to be in HO.;1485155152.000169;1485155152U035J4RG4
989;Balaemar;Balaemar;moin moin. as announced I am in HO today. At 8:15 I have an appointment at the school of my son and will be back at 9:30.;1485153399.000168;1485153399U035FRUCY
990;Myke;Myke;I'm later than expected. Some complication and I need to wait for some fax at the local agency office.;1484903101.000167;1484903101U0MGNKETU
991;Taegarys;Taegarys;I’ll be having an appointment at 4.30 and will therefore be leaving somewhat before 4pm;1484899937.000166;1484899937U25T408CS
992;Balaemar;Balaemar;On monday morning I have an appointment in my son's school about the switch to secondary school. I will be working in HO after that and be available soon after 9:00;1484899852.000165;1484899852U035FRUCY
993;Celtaris;Celtaris;I will have to pick up my daughter as she is ill. I will be in HO for the rest of the day.;1484899721.000164;1484899721U2Q4H6S4E
994;Ryswell;Ryswell;Next Monday is my day off instead of Friday.;1484847190.000163;1484847190U2777Q7E3
995;Myke;Myke;I need to go to BetreibungFishert to get a register for my permit application. Will be in the office about an hour later.;1484843837.000162;1484843837U0MGNKETU
996;Maehagar;Maehagar;I would like to be in HO tomorrow, - must wait for some furniture to arrive.;1484843717.000161;1484843717U278DLL2D
997;Varnolf;Varnolf;I’m on vacation this afternoon, Thursday and Friday;1484728525.00016;1484728525U07CL886M
998;Darnor;Darnor;Didn't hear my alarm... Will be in the office about 30min late. ;1484726163.000159;1484726163U1D7Q9J8M
999;Myke;Myke;I'll be about 40min late in the office. Missed my train this morning and taking the 8 o'clock train. ;1484724781.000158;1484724781U0MGNKETU
1000;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1484724076.000157;1484724076U0K4J0613
1001;Mamon;Mamon;I have been having some abdominal problems last night and I am still feeling quite unwell. I have taken the medication and I will come to the office when it starts working - hopefully around 12 noon. ;1484723082.0001562;1484723082U27727KK8
1002;Celtaris;Celtaris;I will be in HO tomorrow morning and have the afternoon off.;1484659493.000155;1484659493U2Q4H6S4E
1003;Styrund;Styrund;I will be in HomeOffice tomorrow afternoon, because my boys have a Dentist Appointment and at 17:45 we’ll have «Elterngespräch» at the School.;1484649859.000154;1484649859U036U40UC
1004;Taegarys;Taegarys;I’ll be having an appointment with the authorities after lunch and supposed to be back at around 2:30pm.;1484646702.0001528;1484646702U25T408CS
1005;Braddock;Braddock;I run 5 min late. It takes a bit longer at the Ortho Team. ;1484639502.0001519;1484639502U0CNKFT0A
1006;Maehagar;Maehagar;Good morning, - missed the train today, will probably miss the daily too. @Castor: I completed everything I had to do yesterday, except for one small regex. ;1484638235.000151;1484638235U278DLL2D
1007;Myke;Myke;hi team, I'll be doing home office today. Still not feeling well enough for long commute but well enough to do some work. Sorry for late notice.;1484636435.00015;1484636435U0MGNKETU
1008;Darnor;Darnor;yes... :slightly_smiling_face: ordered a lot :slightly_smiling_face:;1484582918.000149;1484582918U1D7Q9J8M
1009;Celtaris;Celtaris;Again? :wink:;1484582296.000148;1484582296U2Q4H6S4E
1010;Darnor;Darnor;will leave at 17:20 and be online again after 18:00. Post office...;1484582206.000147;1484582206U1D7Q9J8M
1011;Taegarys;Taegarys;I’ll be doing home office tomorrow.;1484570316.0001464;1484570316U25T408CS
1012;Styrund;Styrund;I propably wont make it for the Daily tomorrow, coz my wife has a doctos appointment at 8.15;1484568181.000145;1484568181U036U40UC
1013;Gaelralis;Gaelralis;"I have to leave early today (at 14:30) and will do HO the rest of the afternoon.

Also, I'll come around 10:00 tomorrow and will do HO during the first part of the morning.";1484567758.000144;1484567758U0HLAK1T6
1014;Baegar;Baegar;I will be in Home Office on Wednesday (January 18th).;1484552387.000143;1484552387U035J4RG4
1015;Myke;Myke;Hi team, I'm feeling very bad with the cold, with headache, fever and cough. If I'm not feeling any better tomorrow I'd like to call in sick and do some work from home if I'm feeling better enough. ;1484505657.000142;1484505657U0MGNKETU
1016;Barler;Barler;<@U036SKV77> gueti Besserig!;1484290750.00014;1484290750U3LNBFS85
1017;Galeris;Galeris;Hya all, unfortunately i'm not feeling nearly as well as I'd hoped, so I'll be in home office again today - <@U036U40UC>  <@U035AASB8> please contact me through screenhero as soon as possible so we can talk about how to continue!;1484289300.000139;1484289300U036SKV77
1018;Eliar;Eliar;<@U3LNAQR8D>: <@U2777Q7E3> <@U035B8PRU> and I are in Brugg this morning for the annual meeting with NAB;1484288840.000138;1484288840U0A8NPHRD
1019;Barler;Barler;I need to leave earlier today.;1484229656.0001366;1484229656U3LNBFS85
1020;Styrund;Styrund;I will be in Home Office Tomorrow (Friday the 13th… :evil: ) afternoon;1484208074.000135;1484208074U036U40UC
1021;Darnor;Darnor;Im running 10' late;1484207550.000134;1484207550U1D7Q9J8M
1022;Braddock;Braddock;I will arrive 6 minutes later at the office. In the late afternoon I will leave early to pick up a book in the library.;1484203498.000133;1484203498U0CNKFT0A
1023;Galeris;Galeris;Hya all, feeling quite a bit better today but still not entirely well, so will be working from HO today.;1484201437.000132;1484201437U036SKV77
1024;Balaemar;Balaemar;moin moin. As mentioned yesterday I am in HO today.;1484200901.0001314;1484200901U035FRUCY
1025;Maehagar;Maehagar;friday morning I'll have to come @11.00 - paperwork again...;1484155014.0001302;1484155014U278DLL2D
1026;Celtaris;Celtaris;I will have to leave a little earlier today (after 17.00) and will be online again later.;1484147747.000129;1484147747U2Q4H6S4E
1027;Balaemar;Balaemar;Tomorrow I am in HO.;1484123911.000128;1484123911U035FRUCY
1028;Aegamarr;Aegamarr;<@U3LNAQR8D|Aegamarr> has joined the channel;1484123814.000126;1484123814U3LNAQR8D
1029;Barler;Barler;<@U3LNBFS85|Barler> has joined the channel;1484122984.000124;1484122984U3LNBFS85
1030;Maehagar;Maehagar;Will miss the daily today, - didn't make it to the train in time;1484119333.000123;1484119333U278DLL2D
1031;Galeris;Galeris;As some of you probably noticed I haven't been feeling too well the past 2 days, yesterday the cold finally got to me so I'll be staying home sick today;1484116360.000122;1484116360U036SKV77
1032;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1484113218.000121;1484113218U0K4J0613
1033;Torerne;Torerne;I am at a meeting with Shopishop tomorrow morning, hope to be back by midday;1484069358.00012;1484069358U035FRZHY
1034;Braddock;Braddock;Tomorrow afternoon I will be out of office for a meeting with MomoLtd.;1484069087.000119;1484069087U0CNKFT0A
1035;Darnor;Darnor;I need to pick up something at my nearby post office. Will be gone at 17:30 and be online at 18:00 from home again.;1484061499.000117;1484061499U1D7Q9J8M
1036;Baegar;Baegar;I'll have to leave a little bit earlier today, at about 17:20.;1484059799.000116;1484059799U035J4RG4
1037;Mamon;Mamon;Very poor driving conditions - my new ETA: 10:45 am;1484038421.0001152;1484038421U27727KK8
1038;Olmomir;Olmomir;My alarm went off. Won't make it in the daily.;1484033689.000114;1484033689U0CN3AKDL
1039;Myke;Myke;I'll be a few min late in the office. Trains were delayed this morning because of the snow.;1484032571.000113;1484032571U0MGNKETU
1040;Mamon;Mamon;I will be in the office at 10 am today. ;1484031824.0001118;1484031824U27727KK8
1041;Taegarys;Taegarys;will be doing home office tomorrow;1483966410.0001106;1483966410U25T408CS
1042;Balaemar;Balaemar;I feel better today but I am once more in HO;1483688668.00011;1483688668U035FRUCY
1043;Myke;Myke;The train is 10 min late because of the snow. I will be slightly late in the office;1483688466.000109;1483688466U0MGNKETU
1044;Mamon;Mamon;Slow driving today - I won't make it to the daily meeting. ;1483687732.000108;1483687732U27727KK8
1045;Maehagar;Maehagar;Won't be able to make it to the daily, - had to visit the post office ;1483686815.000107;1483686815U278DLL2D
1046;Darnor;Darnor;As announced yesterday I'm in HO;1483686119.000106;1483686119U1D7Q9J8M
1047;Torerne;Torerne;I will work from home tomorrow and need to leave at 3.15pm. ;1483634332.0001054;1483634332U035FRZHY
1048;Darnor;Darnor;Will be in HO until my expected delivery arrives. Will be in the office at latest at 11am.;1483634253.000104;1483634253U1D7Q9J8M
1049;Balaemar;Balaemar;I still have a cold with fever and feel bad. If not better tomorrow I will be in HO again.;1483631930.000103;1483631930U035FRUCY
1050;Torerne;Torerne;I will leave a bit earlier today, my father is in hospital (again) with pleunomia.;1483614496.000102;1483614496U035FRZHY
1051;Balaemar;Balaemar;As announced I am in HO today.;1483602667.000101;1483602667U035FRUCY
1052;Braddock;Braddock;I worked until very late in the night. I will arrive later in the office this morning. ;1483599357.0001;1483599357U0CNKFT0A
1053;Caenraenos;Caenraenos;As announced I will not be in the office today and will have reduced availability.;1483598807.000099;1483598807U035AASB8
1054;Balaemar;Balaemar;I still do not feel better. To no one infect and in order to recover as quickly as possible I will work in the HO tomorrow.;1483539436.000098;1483539436U035FRUCY
1055;Braddock;Braddock;I’ve to go to the office of the health insurance, expect to be back within an hour.;1483524207.000097;1483524207U0CNKFT0A
1056;Overton;Overton;I have to leave a bit earlier today for a doctors appointment, will be offline from 16-16.45 and I will continue my work from home afterwards.;1483516191.000096;1483516191U0PSDKXHR
1057;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1483511514.000095;1483511514U0K4J0613
1058;Braddock;Braddock;In the morning, I have an appointment with the physiotherapist.;1483485621.000094;1483485621U0CNKFT0A
1059;Darnor;Darnor;Due to late arrival I'll be 15min late... ;1483428198.000093;1483428198U1D7Q9J8M
1060;Maehagar;Maehagar;I'd like to take this day off - I don't really feel well;1483418924.000092;1483418924U278DLL2D
1061;Mamon;Mamon;I just came back home after a long and tiring travel.  I am going to sleep now and I will be in the office around 11 am.;1483413050.000091;1483413050U27727KK8
1062;Caenraenos;Caenraenos;On thursday I am taking my daughter to the children’s hospital, and therefore probably out of office for the day. I will however be at my laptop and reachable when possible (i.e. during waits – it's a hospital).;1483388944.0000901;1483388944U035AASB8
1063;Drevyn;Drevyn;Happy New year to everyone. Please keep in mind, that tomorrow is still Sunday in the Canton of Zurich. No need to work. See you all on Tuesday.;1483290072.0000892;1483290072U035B8PRU
1064;Caenraenos;Caenraenos;Happy new year Ida!;1483286473.000088;1483286473U035AASB8
1065;Olmomir;Olmomir;Wish you all a happy new year :balloon::fireworks::confetti_ball: . I just landed in Zurich so Im back!;1483286334.000087;1483286334U0CN3AKDL
1066;Celtaris;Celtaris;I have a day off tomorrow but I am available for ACME (working from home if necessary).;1483044327.0000858;1483044327U2Q4H6S4E
1067;Myke;Myke;I’m working from home tomorrow from 8am, to support ACME porsche testing on live;1483033092.0000849;1483033092U0MGNKETU
1068;Celtheon;Celtheon;I'm working from home today. I'll be off between 12:00-14:00 and continue after 14:00.;1482992268.000084;1482992268U1RLS54MB
1069;Caenraenos;Caenraenos;Fishere here. Will be in the office around 1000;1482975413.000083;1482975413U035AASB8
1070;Myke;Myke;I’ll be coming in a bit later today to catch some sleep.;1482973821.000082;1482973821U0MGNKETU
1071;Taegarys;Taegarys;Because of a docs appointment at 17.15, I’ll have to leave right after 16.15.;1482935150.000081;1482935150U25T408CS
1072;Maehagar;Maehagar;Lost my train, will be late for the daily... Sorry;1482910341.00008;1482910341U278DLL2D
1073;Maehagar;Maehagar;Coming back in ½ hour, - gotta love me some more of that sweet bureaucratic paperwork :unamused: ;1482841049.000079;1482841049U278DLL2D
1074;Celtheon;Celtheon;I'm on holiday 27, 28, and will do a home office on 29, 30.;1482822970.000078;1482822970U1RLS54MB
1075;Malaegor;Malaegor;I'm on holiday too, see you the 4th of january;1482820066.000077;1482820066U2D54KATU
1076;Joragni;Joragni;I'm on holiday for the remainder of this week. See you again on 3 January.;1482817830.000076;1482817830U0K4J0613
1077;Balaemar;Balaemar;"It is a few minutes past 4 and leave like planed but not expected.
I wish you all wonderful miamiatmas days, a happy new year and for those who has - like me - good holiday. We will see again at 3 jan.";1482505892.000075;1482505892U035FRUCY
1078;Ryswell;Ryswell;I am on vacation next week. Merry X-mas and a happy New Year everyone :sunny::skier: :wine_glass: :gift:;1482501578.000074;1482501578U2777Q7E3
1079;Taegarys;Taegarys;I’ll be doing home office on tuesday 27th;1482488762.000073;1482488762U25T408CS
1080;Braddock;Braddock;I come to the office, albeit later.;1482480970.000072;1482480970U0CNKFT0A
1081;Celtaris;Celtaris;I am off after lunch. For all the ones I miss (or already have missed...): Have a wonderful miamiatmas and a Happy New Year! :wave::wine_glass::champagne::pepperdance:;1482476011.000071;1482476011U2Q4H6S4E
1082;Vaerys;Vaerys;I go and see the doctor and then remain at home. ;1482465612.0000699;1482465612U0PLNK7EK
1083;Vaerys;Vaerys;I don't think the food I ate today agreed with me, stomach is acting up. If I feel stable tomorrow, I will be in the office otherwise I will work from home. ;1482443977.000069;1482443977U0PLNK7EK
1084;Braddock;Braddock;Due to logistic problems (Marleen cannot bring me to the office), I will work at home. I’m available by phone, slack and email.;1482442642.000068;1482442642U0CNKFT0A
1085;Joragni;Joragni;will be here tomorrow afterall. at least in the morning;1482425914.000067;1482425914U0K4J0613
1086;Maehagar;Maehagar;Unfortunately, being unable to accomplish what I had to yesterday, tomorrow I will be in the office at around 10 of the morning;1482423909.000066;1482423909U278DLL2D
1087;Maehagar;Maehagar;Tomorrow I'll be available only after the lunch - apparently the stadt of zurich has a problem with my Krankenversicherung, for some reason - which means yet more paper piligrimage. Yay;1482348614.000065;1482348614U278DLL2D
1088;Myke;Myke;I’ll be doing HO tomorrow too, and tomorrow night for the migration.;1482334743.0000641;1482334743U0MGNKETU
1089;Olmomir;Olmomir;as mentioned Monday in the daily, tomorrow I will be doing HO and won’t be available from 13h to 15h (:airplane:);1482334548.000062;1482334548U0CN3AKDL
1090;Taegarys;Taegarys;I will be unavailable today as from 11.30 to +/- 14.00 due to signing a contract for my son’s apprenticeship.;1482307396.000061;1482307396U25T408CS
1091;Myke;Myke;I'll be about an hour late. Worked till 1:30am last night as the backup/restore process took very long time to complete.;1482302941.0000598;1482302941U0MGNKETU
1092;Joragni;Joragni;Exceptionally, I'm present today.;1482301295.000059;1482301295U0K4J0613
1093;Styrund;Styrund;<@U036U40UC|leia> uploaded a file: <https://acmeinc.slack.com/files/leia/F3H1CDH8S/butwhy.gif|butWhy.gif>;1482239439.000058;1482239439U036U40UC
1094;Overton;Overton;I will have to leave a bit earlier today (around 4:15pm) but I will be back online at around 5pm and continue my work.;1482238182.000057;1482238182U0PSDKXHR
1095;Taegarys;Taegarys;I’ll be doing home office tomorrow as well as on Tuesday 27th. I’ll be in the office from Wed 28th to Fri 30th.;1482221641.000056;1482221641U25T408CS
1096;Eliar;Eliar;I'm not working this week. See you guys on the 27th! Merry X-Mas.;1482160339.000055;1482160339U0A8NPHRD
1097;Balaemar;Balaemar;today i am off at 4pm ... in about 5min and on again in 1h;1482159235.000054;1482159235U035FRUCY
1098;Balaemar;Balaemar;I'll be doing HO tomorrow. I will maybe a bit later online because I have to go to a authority office at 8:00;1482155722.000053;1482155722U035FRUCY
1099;Braddock;Braddock;I am on my way to the office, but I might be some minutes late because of an unfortunate event. ;1482133362.000052;1482133362U0CNKFT0A
1100;Eliar;Eliar;I'm in Zurich this afternoon for a meeting with MoonInc;1481874375.000051;1481874375U0A8NPHRD
1101;Braddock;Braddock;I go to the physiotherapist at 9:00. I expect to arrive at the office at 9:40.;1481873113.00005;1481873113U0CNKFT0A
1102;Mamon;Mamon;I will be in the office at 10 today. ;1481787313.000049;1481787313U27727KK8
1103;Eliar;Eliar;I'm in Olten this morning for a meeting with MoonInc.;1481780044.0000482;1481780044U0A8NPHRD
1104;Torerne;Torerne;I have a meeting tomorrow morning in Zurich and will be doing home office before that. Back in the afternoon.;1481707012.000047;1481707012U035FRZHY
1105;Joragni;Joragni;Today is my scheduled day off. See you again on Thursday.;1481693759.000046;1481693759U0K4J0613
